State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Total - Cases,Total - Injured,Total - Died,alcintake2016,overspeed2016,wrongside2016,lanejumping2016
Manipur,Unknown,2021.0,June,Wednesday,3:40,Fatal,5,Pedestrian,4,5.0,Foggy,Urban Road,Under Construction,Dark,Signals,32.0,26,Male,Valid,Yes,Intersection,398.0,636.0,73.0,71.0,57.0,39.0,0.0
Jharkhand,Unknown,2019.0,October,Wednesday,8:16,Minor,1,Auto-Rickshaw,10,5.0,Hazy,National Highway,Under Construction,Dusk,Signs,50.0,61,Female,,No,Curve,5316.0,3586.0,4173.0,543.0,652.0,169.0,110.0
Mizoram,Unknown,2021.0,May,Monday,3:50,Serious,3,Truck,9,5.0,Rainy,State Highway,Under Construction,Dusk,Signs,83.0,34,Female,Expired,Yes,Intersection,47.0,53.0,49.0,27.0,14.0,2.0,0.0
Chandigarh,Unknown,2018.0,October,Tuesday,18:24,Fatal,5,Two-Wheeler,5,0.0,Stormy,State Highway,Damaged,Dusk,,120.0,22,Male,Expired,No,Intersection,182.0,171.0,67.0,9.0,380.0,17.0,5.0
Punjab,Unknown,2023.0,May,Friday,2:20,Minor,3,Truck,0,0.0,Clear,National Highway,Dry,Dusk,Signs,66.0,50,Male,,Yes,Intersection,6276.0,3305.0,4906.0,317.0,2517.0,512.0,194.0
Tripura,Unknown,2023.0,February,Wednesday,13:20,Serious,4,Auto-Rickshaw,0,1.0,Clear,Village Road,Dry,Dawn,Police Checkpost,69.0,24,Male,,No,Straight Road,577.0,609.0,261.0,5.0,413.0,15.0,0.0
Telangana,Unknown,2020.0,June,Monday,3:19,Minor,5,Two-Wheeler,10,1.0,Stormy,Urban Road,Damaged,Dusk,,73.0,50,Male,,Yes,Curve,22903.0,21022.0,7660.0,202.0,13615.0,156.0,37.0
Karnataka,Mangalore,2022.0,June,Sunday,17:25,Fatal,3,Bus,8,4.0,Rainy,National Highway,Wet,Daylight,,86.0,37,Male,,No,Curve,43439.0,52547.0,12322.0,396.0,31506.0,900.0,292.0
Madhya Pradesh,Unknown,2023.0,July,Monday,21:40,Fatal,4,Cycle,3,1.0,Rainy,State Highway,Wet,Dusk,,81.0,45,Female,Expired,No,Intersection,54763.0,54699.0,14098.0,3083.0,28017.0,1300.0,657.0
Chandigarh,Unknown,2020.0,May,Sunday,17:9,Minor,2,Bus,10,0.0,Rainy,National Highway,Under Construction,Dark,,61.0,47,Female,Valid,No,Bridge,182.0,171.0,67.0,9.0,380.0,17.0,5.0
Tamil Nadu,Chennai,2019.0,May,Friday,22:3,Minor,3,Bus,10,4.0,Hazy,National Highway,Wet,Daylight,,35.0,31,Female,Valid,No,Intersection,67213.0,72292.0,18347.0,531.0,47055.0,3209.0,2367.0
Delhi,Rohini,2019.0,April,Monday,16:44,Fatal,5,Bus,7,3.0,Stormy,State Highway,Under Construction,Daylight,,77.0,63,Male,Expired,No,Intersection,5715.0,4880.0,1457.0,164.0,1696.0,131.0,129.0
Chhattisgarh,Unknown,2018.0,October,Wednesday,10:18,Fatal,1,Bus,1,2.0,Clear,Urban Road,Wet,Daylight,Police Checkpost,119.0,49,Female,Expired,No,Bridge,13469.0,11724.0,6166.0,145.0,6660.0,410.0,175.0
Puducherry,Unknown,2022.0,February,Wednesday,4:31,Serious,5,Cycle,10,5.0,Hazy,Urban Road,Under Construction,Dark,Police Checkpost,30.0,39,Male,Valid,No,Bridge,1308.0,1578.0,149.0,82.0,1297.0,90.0,0.0
West Bengal,Kolkata,2018.0,June,Saturday,20:12,Serious,1,Bus,0,3.0,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,88.0,53,Male,Expired,Yes,Intersection,10400.0,8115.0,5703.0,462.0,1473.0,93.0,53.0
Tamil Nadu,Chennai,2023.0,November,Thursday,21:27,Serious,5,Two-Wheeler,10,1.0,Rainy,Urban Road,Under Construction,Dawn,Signals,80.0,32,Male,,Yes,Intersection,67213.0,72292.0,18347.0,531.0,47055.0,3209.0,2367.0
Punjab,Unknown,2019.0,May,Tuesday,22:18,Minor,5,Pedestrian,4,4.0,Stormy,Village Road,Wet,Dawn,Signs,49.0,57,Female,Expired,Yes,Intersection,6276.0,3305.0,4906.0,317.0,2517.0,512.0,194.0
Karnataka,Bangalore,2020.0,May,Thursday,6:49,Serious,2,Cycle,8,2.0,Rainy,Urban Road,Wet,Daylight,Signs,96.0,43,Male,Valid,Yes,Intersection,43439.0,52547.0,12322.0,396.0,31506.0,900.0,292.0
Nagaland,Unknown,2020.0,November,Sunday,20:49,Serious,3,Cycle,0,4.0,Foggy,National Highway,Dry,Daylight,Police Checkpost,79.0,54,Female,Expired,Yes,Intersection,35.0,46.0,37.0,13.0,11.0,0.0,0.0
Maharashtra,Nagpur,2019.0,July,Monday,20:4,Fatal,3,Pedestrian,2,2.0,Clear,National Highway,Wet,Dark,Signals,35.0,55,Male,Valid,Yes,Bridge,31347.0,28212.0,15434.0,226.0,23643.0,1922.0,765.0
Meghalaya,Unknown,2022.0,October,Thursday,4:47,Fatal,5,Bus,10,2.0,Clear,Urban Road,Damaged,Dawn,Police Checkpost,95.0,18,Female,,Yes,Curve,232.0,259.0,168.0,35.0,146.0,0.0,0.0
Karnataka,Mangalore,2023.0,June,Sunday,23:33,Serious,3,Two-Wheeler,5,3.0,Rainy,National Highway,Wet,Dark,Signals,31.0,42,Female,Valid,No,Straight Road,43439.0,52547.0,12322.0,396.0,31506.0,900.0,292.0
Haryana,Unknown,2023.0,August,Sunday,6:1,Minor,1,Cycle,9,0.0,Foggy,Urban Road,Dry,Dusk,Signs,70.0,50,Female,,No,Curve,11083.0,8666.0,5401.0,529.0,2344.0,913.0,690.0
Tamil Nadu,Madurai,2018.0,January,Friday,22:19,Minor,1,Truck,9,1.0,Hazy,State Highway,Damaged,Daylight,Signals,55.0,67,Male,,No,Straight Road,67213.0,72292.0,18347.0,531.0,47055.0,3209.0,2367.0
Sikkim,Unknown,2022.0,September,Thursday,22:7,Serious,2,Car,0,5.0,Foggy,State Highway,Wet,Dark,,107.0,45,Female,Valid,No,Bridge,174.0,376.0,68.0,12.0,45.0,20.0,0.0
Bihar,Unknown,2021.0,June,Tuesday,6:44,Fatal,5,Car,10,4.0,Stormy,State Highway,Under Construction,Dark,,44.0,34,Male,Valid,No,Curve,11014.0,6539.0,8873.0,593.0,2323.0,458.0,156.0
Odisha,Unknown,2019.0,September,Friday,8:19,Serious,2,Two-Wheeler,4,4.0,Stormy,Village Road,Damaged,Dark,Signals,68.0,43,Male,Expired,Yes,Curve,11989.0,10367.0,5737.0,,,,
Telangana,Unknown,2019.0,July,Friday,20:20,Serious,1,Car,1,5.0,Hazy,Urban Road,Wet,Dawn,Signs,53.0,18,Female,Valid,No,Intersection,22903.0,21022.0,7660.0,202.0,13615.0,156.0,37.0
Andhra Pradesh,Visakhapatnam,2021.0,December,Thursday,7:47,Minor,4,Bus,5,4.0,Clear,State Highway,Under Construction,Dawn,Police Checkpost,119.0,29,Male,,No,Curve,19949.0,20409.0,8137.0,128.0,17286.0,667.0,325.0
Chhattisgarh,Unknown,2019.0,May,Friday,0:21,Minor,4,Auto-Rickshaw,0,2.0,Foggy,Village Road,Dry,Dusk,Police Checkpost,56.0,61,Female,Valid,No,Intersection,13469.0,11724.0,6166.0,145.0,6660.0,410.0,175.0
Madhya Pradesh,Unknown,2019.0,November,Thursday,10:31,Serious,1,Car,1,0.0,Stormy,State Highway,Dry,Daylight,Police Checkpost,117.0,21,Male,Valid,No,Curve,54763.0,54699.0,14098.0,3083.0,28017.0,1300.0,657.0
Assam,Unknown,2021.0,August,Sunday,23:25,Fatal,2,Pedestrian,5,5.0,Rainy,State Highway,Under Construction,Daylight,,52.0,51,Female,Expired,No,Curve,7421.0,5917.0,3296.0,352.0,3520.0,334.0,156.0
Nagaland,Unknown,2018.0,March,Monday,8:16,Minor,1,Pedestrian,0,1.0,Foggy,National Highway,Under Construction,Dark,,53.0,48,Female,,Yes,Curve,35.0,46.0,37.0,13.0,11.0,0.0,0.0
Karnataka,Bangalore,2020.0,May,Monday,2:21,Fatal,1,Two-Wheeler,6,1.0,Rainy,Village Road,Wet,Daylight,Police Checkpost,54.0,29,Male,Expired,Yes,Straight Road,43439.0,52547.0,12322.0,396.0,31506.0,900.0,292.0
Chandigarh,Unknown,2021.0,September,Thursday,23:48,Minor,3,Truck,0,3.0,Clear,Urban Road,Wet,Daylight,,119.0,51,Male,Expired,Yes,Bridge,182.0,171.0,67.0,9.0,380.0,17.0,5.0
Arunachal Pradesh,Unknown,2018.0,June,Sunday,4:11,Fatal,4,Cycle,4,1.0,Hazy,National Highway,Under Construction,Daylight,Police Checkpost,101.0,35,Male,Valid,Yes,Curve,233.0,218.0,136.0,15.0,45.0,7.0,11.0
Puducherry,Unknown,2018.0,July,Friday,12:56,Minor,3,Truck,0,0.0,Clear,National Highway,Under Construction,Dark,Police Checkpost,86.0,62,Female,Expired,No,Curve,1308.0,1578.0,149.0,82.0,1297.0,90.0,0.0
Gujarat,Ahmedabad,2021.0,June,Saturday,6:52,Fatal,5,Car,5,1.0,Stormy,National Highway,Under Construction,Dark,Signals,56.0,70,Female,,No,Bridge,16349.0,15383.0,7854.0,64.0,13314.0,733.0,662.0
Tamil Nadu,Chennai,2022.0,April,Saturday,14:54,Serious,1,Truck,3,2.0,Hazy,Urban Road,Under Construction,Dawn,Signs,69.0,41,Male,Expired,Yes,Curve,67213.0,72292.0,18347.0,531.0,47055.0,3209.0,2367.0
Assam,Unknown,2022.0,November,Saturday,7:50,Minor,5,Two-Wheeler,8,2.0,Foggy,National Highway,Damaged,Daylight,,54.0,43,Female,,Yes,Intersection,7421.0,5917.0,3296.0,352.0,3520.0,334.0,156.0
Jharkhand,Unknown,2018.0,March,Saturday,2:29,Serious,3,Bus,9,0.0,Clear,State Highway,Damaged,Dark,Signals,38.0,59,Female,,No,Straight Road,5316.0,3586.0,4173.0,543.0,652.0,169.0,110.0
Meghalaya,Unknown,2020.0,February,Sunday,14:16,Serious,1,Cycle,6,5.0,Hazy,State Highway,Under Construction,Dark,,54.0,51,Male,,No,Bridge,232.0,259.0,168.0,35.0,146.0,0.0,0.0
Bihar,Unknown,2019.0,March,Tuesday,20:20,Minor,5,Car,9,1.0,Stormy,National Highway,Dry,Daylight,Signals,67.0,58,Male,Expired,Yes,Straight Road,11014.0,6539.0,8873.0,593.0,2323.0,458.0,156.0
Manipur,Unknown,2020.0,April,Monday,21:52,Fatal,1,Car,3,3.0,Clear,State Highway,Under Construction,Daylight,Police Checkpost,69.0,40,Male,,No,Intersection,398.0,636.0,73.0,71.0,57.0,39.0,0.0
Uttarakhand,Unknown,2019.0,July,Wednesday,19:50,Serious,4,Bus,4,5.0,Hazy,State Highway,Dry,Daylight,Police Checkpost,69.0,44,Female,Expired,No,Curve,1691.0,1488.0,1054.0,40.0,736.0,105.0,0.0
Delhi,New Delhi,2018.0,January,Saturday,20:38,Serious,3,Pedestrian,9,0.0,Clear,National Highway,Damaged,Dusk,,90.0,48,Male,Valid,Yes,Intersection,5715.0,4880.0,1457.0,164.0,1696.0,131.0,129.0
Bihar,Unknown,2019.0,March,Saturday,6:4,Fatal,1,Two-Wheeler,5,1.0,Stormy,Urban Road,Under Construction,Daylight,Signs,35.0,62,Female,Valid,No,Intersection,11014.0,6539.0,8873.0,593.0,2323.0,458.0,156.0
Tripura,Unknown,2019.0,September,Friday,7:15,Minor,1,Car,10,1.0,Rainy,National Highway,Under Construction,Dawn,Signs,118.0,44,Female,Expired,No,Curve,577.0,609.0,261.0,5.0,413.0,15.0,0.0
Haryana,Unknown,2023.0,September,Wednesday,2:36,Serious,2,Truck,9,0.0,Rainy,Urban Road,Dry,Dawn,,75.0,61,Male,,No,Bridge,11083.0,8666.0,5401.0,529.0,2344.0,913.0,690.0
Telangana,Unknown,2019.0,October,Thursday,20:47,Minor,2,Pedestrian,1,2.0,Hazy,Urban Road,Under Construction,Dawn,,116.0,62,Male,Expired,Yes,Curve,22903.0,21022.0,7660.0,202.0,13615.0,156.0,37.0
Rajasthan,Udaipur,2018.0,August,Saturday,14:14,Serious,3,Auto-Rickshaw,3,0.0,Stormy,Village Road,Dry,Dusk,Signals,120.0,51,Female,Valid,Yes,Bridge,24861.0,23268.0,11932.0,673.0,13358.0,981.0,217.0
Puducherry,Unknown,2019.0,December,Wednesday,15:21,Minor,1,Bus,3,1.0,Hazy,National Highway,Dry,Dark,Signals,73.0,53,Male,Valid,No,Curve,1308.0,1578.0,149.0,82.0,1297.0,90.0,0.0
Puducherry,Unknown,2023.0,July,Sunday,12:12,Fatal,5,Cycle,2,0.0,Hazy,State Highway,Wet,Dusk,Signs,40.0,35,Female,,No,Bridge,1308.0,1578.0,149.0,82.0,1297.0,90.0,0.0
Madhya Pradesh,Unknown,2019.0,August,Saturday,12:46,Minor,5,Two-Wheeler,1,3.0,Hazy,Village Road,Dry,Dusk,Signals,31.0,43,Male,Valid,No,Bridge,54763.0,54699.0,14098.0,3083.0,28017.0,1300.0,657.0
Uttar Pradesh,Lucknow,2023.0,November,Friday,15:18,Minor,1,Car,4,4.0,Stormy,Village Road,Wet,Dark,Signals,45.0,40,Male,Valid,No,Bridge,37764.0,23843.0,23947.0,4633.0,10184.0,2560.0,1123.0
Assam,Unknown,2019.0,May,Sunday,20:55,Serious,3,Truck,7,0.0,Clear,National Highway,Under Construction,Dark,Signals,100.0,31,Female,Expired,No,Bridge,7421.0,5917.0,3296.0,352.0,3520.0,334.0,156.0
Chandigarh,Unknown,2019.0,August,Thursday,17:40,Serious,3,Truck,2,0.0,Clear,Urban Road,Dry,Dusk,Police Checkpost,64.0,36,Male,Valid,Yes,Curve,182.0,171.0,67.0,9.0,380.0,17.0,5.0
Himachal Pradesh,Unknown,2023.0,December,Friday,5:36,Minor,3,Auto-Rickshaw,3,1.0,Clear,Village Road,Under Construction,Dark,Signals,78.0,63,Male,Valid,Yes,Curve,2255.0,3301.0,885.0,72.0,516.0,21.0,78.0
Sikkim,Unknown,2021.0,September,Saturday,4:57,Serious,5,Pedestrian,0,0.0,Clear,Village Road,Under Construction,Dark,Signs,91.0,67,Male,,No,Bridge,174.0,376.0,68.0,12.0,45.0,20.0,0.0
Odisha,Unknown,2020.0,December,Monday,2:24,Fatal,5,Truck,9,0.0,Clear,Village Road,Dry,Daylight,Signs,66.0,61,Female,,Yes,Straight Road,11989.0,10367.0,5737.0,,,,
Tamil Nadu,Coimbatore,2023.0,January,Sunday,4:46,Fatal,2,Cycle,9,5.0,Foggy,State Highway,Under Construction,Dark,,34.0,51,Female,,No,Curve,67213.0,72292.0,18347.0,531.0,47055.0,3209.0,2367.0
Karnataka,Mangalore,2020.0,August,Monday,19:24,Fatal,5,Cycle,1,1.0,Rainy,Urban Road,Damaged,Daylight,Signs,73.0,64,Female,,No,Intersection,43439.0,52547.0,12322.0,396.0,31506.0,900.0,292.0
Delhi,New Delhi,2018.0,October,Sunday,17:59,Minor,5,Bus,6,4.0,Foggy,National Highway,Dry,Dusk,Signs,67.0,67,Male,Valid,No,Bridge,5715.0,4880.0,1457.0,164.0,1696.0,131.0,129.0
Madhya Pradesh,Unknown,2023.0,September,Saturday,23:11,Minor,4,Bus,9,0.0,Rainy,Village Road,Under Construction,Dark,,108.0,47,Male,Expired,Yes,Curve,54763.0,54699.0,14098.0,3083.0,28017.0,1300.0,657.0
Puducherry,Unknown,2020.0,October,Tuesday,20:35,Minor,5,Pedestrian,8,1.0,Foggy,National Highway,Damaged,Dark,Signs,65.0,67,Female,Expired,No,Bridge,1308.0,1578.0,149.0,82.0,1297.0,90.0,0.0
Kerala,Unknown,2020.0,July,Saturday,13:27,Fatal,4,Cycle,9,3.0,Rainy,National Highway,Dry,Daylight,,78.0,62,Male,,Yes,Curve,45981.0,54326.0,4080.0,133.0,34062.0,1254.0,121.0
Assam,Unknown,2020.0,December,Saturday,3:48,Fatal,2,Pedestrian,0,2.0,Stormy,National Highway,Damaged,Daylight,Signs,49.0,60,Female,Valid,No,Intersection,7421.0,5917.0,3296.0,352.0,3520.0,334.0,156.0
Delhi,Rohini,2022.0,September,Thursday,9:15,Minor,2,Two-Wheeler,0,0.0,Rainy,State Highway,Damaged,Dusk,Signs,87.0,49,Male,,Yes,Straight Road,5715.0,4880.0,1457.0,164.0,1696.0,131.0,129.0
Haryana,Unknown,2020.0,March,Monday,20:24,Fatal,2,Bus,3,4.0,Clear,Urban Road,Under Construction,Dusk,Signals,91.0,35,Female,Expired,Yes,Curve,11083.0,8666.0,5401.0,529.0,2344.0,913.0,690.0
Punjab,Unknown,2023.0,July,Saturday,10:14,Minor,5,Pedestrian,5,4.0,Clear,Urban Road,Wet,Dark,Signals,111.0,58,Male,,No,Intersection,6276.0,3305.0,4906.0,317.0,2517.0,512.0,194.0
Assam,Unknown,2020.0,January,Sunday,23:22,Serious,5,Cycle,4,4.0,Foggy,Urban Road,Damaged,Dark,Signs,99.0,58,Female,Valid,No,Curve,7421.0,5917.0,3296.0,352.0,3520.0,334.0,156.0
Odisha,Unknown,2023.0,May,Wednesday,6:14,Fatal,5,Cycle,4,4.0,Foggy,National Highway,Damaged,Dusk,Police Checkpost,58.0,47,Male,Valid,No,Straight Road,11989.0,10367.0,5737.0,,,,
Chhattisgarh,Unknown,2023.0,April,Tuesday,17:10,Fatal,1,Auto-Rickshaw,2,5.0,Hazy,Urban Road,Dry,Daylight,Signs,117.0,50,Male,,No,Straight Road,13469.0,11724.0,6166.0,145.0,6660.0,410.0,175.0
Sikkim,Unknown,2018.0,June,Saturday,5:53,Serious,2,Two-Wheeler,3,2.0,Rainy,State Highway,Wet,Dusk,Police Checkpost,40.0,48,Female,Valid,Yes,Curve,174.0,376.0,68.0,12.0,45.0,20.0,0.0
Mizoram,Unknown,2019.0,June,Monday,5:35,Minor,4,Cycle,6,5.0,Foggy,Urban Road,Under Construction,Daylight,Signs,35.0,47,Female,Expired,Yes,Straight Road,47.0,53.0,49.0,27.0,14.0,2.0,0.0
West Bengal,Siliguri,2018.0,August,Thursday,3:40,Serious,1,Auto-Rickshaw,8,0.0,Stormy,Village Road,Under Construction,Daylight,Signals,48.0,28,Male,Valid,No,Bridge,10400.0,8115.0,5703.0,462.0,1473.0,93.0,53.0
Bihar,Unknown,2019.0,May,Sunday,5:19,Minor,3,Truck,7,4.0,Stormy,National Highway,Under Construction,Daylight,Signs,118.0,22,Female,Valid,Yes,Straight Road,11014.0,6539.0,8873.0,593.0,2323.0,458.0,156.0
Tripura,Unknown,2018.0,February,Wednesday,0:6,Serious,5,Cycle,1,4.0,Clear,National Highway,Damaged,Dark,Signals,53.0,26,Male,,Yes,Intersection,577.0,609.0,261.0,5.0,413.0,15.0,0.0
West Bengal,Durgapur,2021.0,July,Saturday,3:30,Minor,3,Auto-Rickshaw,0,2.0,Clear,State Highway,Under Construction,Dark,Signals,38.0,69,Male,Expired,No,Intersection,10400.0,8115.0,5703.0,462.0,1473.0,93.0,53.0
Rajasthan,Udaipur,2023.0,December,Tuesday,22:0,Minor,5,Car,6,4.0,Clear,Village Road,Wet,Dusk,Police Checkpost,62.0,38,Female,Expired,Yes,Straight Road,24861.0,23268.0,11932.0,673.0,13358.0,981.0,217.0
Tripura,Unknown,2018.0,April,Wednesday,20:12,Serious,1,Bus,8,3.0,Foggy,National Highway,Damaged,Dawn,,90.0,43,Female,Expired,No,Curve,577.0,609.0,261.0,5.0,413.0,15.0,0.0
Bihar,Unknown,2021.0,January,Sunday,20:17,Fatal,3,Bus,9,3.0,Foggy,National Highway,Wet,Daylight,Signs,40.0,40,Female,Expired,No,Intersection,11014.0,6539.0,8873.0,593.0,2323.0,458.0,156.0
Rajasthan,Udaipur,2022.0,February,Tuesday,12:25,Serious,4,Car,6,3.0,Hazy,Urban Road,Under Construction,Dawn,,51.0,47,Male,,No,Intersection,24861.0,23268.0,11932.0,673.0,13358.0,981.0,217.0
Jharkhand,Unknown,2023.0,June,Tuesday,7:2,Fatal,5,Two-Wheeler,2,0.0,Stormy,State Highway,Wet,Dawn,,83.0,40,Female,Expired,No,Curve,5316.0,3586.0,4173.0,543.0,652.0,169.0,110.0
Delhi,New Delhi,2023.0,October,Tuesday,22:37,Serious,3,Pedestrian,6,3.0,Clear,National Highway,Damaged,Daylight,Signs,55.0,64,Male,Expired,Yes,Straight Road,5715.0,4880.0,1457.0,164.0,1696.0,131.0,129.0
Punjab,Unknown,2018.0,June,Monday,0:54,Minor,4,Car,1,3.0,Hazy,Village Road,Wet,Dark,Signals,106.0,45,Female,Valid,Yes,Intersection,6276.0,3305.0,4906.0,317.0,2517.0,512.0,194.0
Sikkim,Unknown,2020.0,April,Saturday,4:9,Minor,5,Pedestrian,5,2.0,Stormy,State Highway,Under Construction,Dark,Police Checkpost,120.0,40,Female,,No,Bridge,174.0,376.0,68.0,12.0,45.0,20.0,0.0
Tamil Nadu,Chennai,2018.0,May,Tuesday,12:58,Minor,4,Pedestrian,9,2.0,Foggy,Urban Road,Under Construction,Dusk,,117.0,60,Female,Expired,Yes,Straight Road,67213.0,72292.0,18347.0,531.0,47055.0,3209.0,2367.0
Uttarakhand,Unknown,2020.0,June,Monday,13:34,Fatal,1,Auto-Rickshaw,3,0.0,Hazy,Urban Road,Under Construction,Dawn,Police Checkpost,50.0,29,Female,Expired,Yes,Curve,1691.0,1488.0,1054.0,40.0,736.0,105.0,0.0
Himachal Pradesh,Unknown,2020.0,November,Monday,3:3,Minor,4,Bus,5,0.0,Rainy,National Highway,Damaged,Daylight,Police Checkpost,32.0,60,Female,Valid,Yes,Intersection,2255.0,3301.0,885.0,72.0,516.0,21.0,78.0
Gujarat,Ahmedabad,2022.0,June,Wednesday,15:17,Fatal,1,Cycle,9,1.0,Hazy,State Highway,Damaged,Dusk,Police Checkpost,32.0,23,Male,Valid,Yes,Intersection,16349.0,15383.0,7854.0,64.0,13314.0,733.0,662.0
Uttar Pradesh,Varanasi,2018.0,October,Tuesday,19:42,Serious,2,Car,7,0.0,Stormy,State Highway,Dry,Dusk,Signs,106.0,22,Male,Expired,No,Curve,37764.0,23843.0,23947.0,4633.0,10184.0,2560.0,1123.0
Madhya Pradesh,Unknown,2020.0,August,Sunday,14:42,Serious,5,Two-Wheeler,6,1.0,Hazy,Urban Road,Under Construction,Dawn,,34.0,38,Female,Valid,No,Straight Road,54763.0,54699.0,14098.0,3083.0,28017.0,1300.0,657.0
Karnataka,Mangalore,2019.0,January,Tuesday,12:21,Fatal,3,Cycle,6,2.0,Hazy,State Highway,Damaged,Dark,Police Checkpost,41.0,22,Female,Expired,No,Curve,43439.0,52547.0,12322.0,396.0,31506.0,900.0,292.0
Manipur,Unknown,2019.0,August,Friday,2:1,Minor,5,Truck,1,4.0,Hazy,Urban Road,Wet,Daylight,Signs,120.0,67,Female,Expired,No,Straight Road,398.0,636.0,73.0,71.0,57.0,39.0,0.0
Madhya Pradesh,Unknown,2019.0,February,Thursday,8:19,Serious,2,Cycle,8,2.0,Clear,Village Road,Under Construction,Dusk,Signs,84.0,66,Male,Valid,No,Curve,54763.0,54699.0,14098.0,3083.0,28017.0,1300.0,657.0
Uttarakhand,Unknown,2021.0,November,Sunday,13:44,Minor,4,Car,9,4.0,Stormy,State Highway,Under Construction,Daylight,,49.0,53,Female,,Yes,Curve,1691.0,1488.0,1054.0,40.0,736.0,105.0,0.0
Jammu and Kashmir,Unknown,2021.0,October,Friday,11:52,Minor,1,Two-Wheeler,2,3.0,Stormy,Village Road,Under Construction,Dusk,Signals,79.0,54,Male,Expired,No,Straight Road,6300.0,8416.0,897.0,,,,
Goa,Unknown,2022.0,February,Friday,21:5,Fatal,4,Two-Wheeler,9,4.0,Hazy,Village Road,Wet,Daylight,Signals,95.0,27,Female,,No,Intersection,2847.0,1180.0,292.0,3.0,3883.0,19.0,0.0
Uttarakhand,Unknown,2021.0,May,Tuesday,0:41,Fatal,5,Cycle,1,2.0,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,105.0,58,Female,,Yes,Straight Road,1691.0,1488.0,1054.0,40.0,736.0,105.0,0.0
Chhattisgarh,Unknown,2021.0,November,Friday,4:24,Minor,1,Auto-Rickshaw,0,2.0,Stormy,State Highway,Damaged,Daylight,Police Checkpost,111.0,36,Male,Expired,Yes,Intersection,13469.0,11724.0,6166.0,145.0,6660.0,410.0,175.0
Maharashtra,Pune,2021.0,May,Thursday,13:53,Minor,2,Two-Wheeler,9,3.0,Stormy,Urban Road,Wet,Daylight,Signals,75.0,44,Male,,No,Intersection,31347.0,28212.0,15434.0,226.0,23643.0,1922.0,765.0
Maharashtra,Mumbai,2021.0,May,Monday,1:4,Serious,3,Two-Wheeler,8,0.0,Hazy,Urban Road,Damaged,Dark,,50.0,40,Male,Valid,Yes,Straight Road,31347.0,28212.0,15434.0,226.0,23643.0,1922.0,765.0
Manipur,Unknown,2022.0,October,Saturday,0:6,Fatal,4,Bus,0,3.0,Clear,Urban Road,Dry,Dawn,Signs,98.0,27,Male,Expired,No,Straight Road,398.0,636.0,73.0,71.0,57.0,39.0,0.0
Himachal Pradesh,Unknown,2023.0,March,Tuesday,5:14,Minor,3,Two-Wheeler,3,3.0,Stormy,Village Road,Damaged,Dark,Signs,93.0,22,Male,Valid,No,Intersection,2255.0,3301.0,885.0,72.0,516.0,21.0,78.0
Delhi,New Delhi,2021.0,September,Thursday,20:15,Serious,1,Truck,10,0.0,Stormy,National Highway,Damaged,Dusk,Signs,102.0,63,Female,Expired,Yes,Straight Road,5715.0,4880.0,1457.0,164.0,1696.0,131.0,129.0
Nagaland,Unknown,2021.0,January,Wednesday,14:19,Minor,1,Two-Wheeler,2,1.0,Foggy,State Highway,Dry,Daylight,Signals,38.0,69,Female,Valid,No,Intersection,35.0,46.0,37.0,13.0,11.0,0.0,0.0
Karnataka,Mysore,2023.0,March,Friday,21:18,Serious,3,Two-Wheeler,7,3.0,Clear,Urban Road,Wet,Dark,Signs,118.0,47,Female,Expired,Yes,Curve,43439.0,52547.0,12322.0,396.0,31506.0,900.0,292.0
Manipur,Unknown,2022.0,May,Wednesday,17:8,Serious,5,Pedestrian,9,1.0,Hazy,Village Road,Damaged,Daylight,Signals,120.0,28,Female,Valid,Yes,Intersection,398.0,636.0,73.0,71.0,57.0,39.0,0.0
Meghalaya,Unknown,2021.0,November,Saturday,22:53,Fatal,4,Auto-Rickshaw,2,4.0,Hazy,National Highway,Damaged,Daylight,,99.0,50,Female,,Yes,Straight Road,232.0,259.0,168.0,35.0,146.0,0.0,0.0
Telangana,Unknown,2019.0,June,Wednesday,9:33,Minor,2,Truck,8,0.0,Hazy,Urban Road,Damaged,Dawn,Signs,30.0,20,Male,Valid,Yes,Straight Road,22903.0,21022.0,7660.0,202.0,13615.0,156.0,37.0
Arunachal Pradesh,Unknown,2021.0,November,Monday,13:4,Minor,5,Cycle,1,2.0,Rainy,Urban Road,Under Construction,Dawn,,43.0,67,Male,Expired,Yes,Curve,233.0,218.0,136.0,15.0,45.0,7.0,11.0
Goa,Unknown,2019.0,August,Thursday,16:7,Minor,2,Car,3,5.0,Clear,Village Road,Damaged,Dark,Police Checkpost,62.0,50,Male,Expired,No,Intersection,2847.0,1180.0,292.0,3.0,3883.0,19.0,0.0
Punjab,Unknown,2021.0,November,Saturday,19:19,Serious,2,Truck,1,0.0,Hazy,Urban Road,Under Construction,Dawn,Signs,67.0,33,Female,Expired,Yes,Straight Road,6276.0,3305.0,4906.0,317.0,2517.0,512.0,194.0
